,gene_names,total_expression,go_terms,pseudotime_spearman_corr,pseudotime_spearman_pval,pseudotime_spearman_pval_adj
340,SNRPC,850.065673828125,"mRNA 5'-splice site recognition, mRNA splicing, via spliceosome, spliceosomal snRNP assembly",0.15209202205932826,9.987514071388663e-25,1.3441529354410577e-23
449,ZMAT2,515.558349609375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.15198564995751881,1.076809884156866e-24,1.4196309901333377e-23
633,PYM1,401.579833984375,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.15013315160789464,3.958475897814431e-24,5.1143508599762445e-23
601,RBM42,418.7522277832031,"negative regulation of mRNA splicing, via spliceosome",0.14966824677435758,5.473941427595848e-24,6.933659141621408e-23
278,AURKAIP1,1052.072021484375,mRNA processing,0.14924536983257092,7.34441093409897e-24,9.124018198899873e-23
186,PRDX6,1400.5380859375,"positive regulation of mRNA splicing, via spliceosome",0.1490601792762783,8.351125103745024e-24,9.990420031517196e-23
514,MAPKAPK2,170.09063720703125,"3'-UTR-mediated mRNA stabilization, mRNA stabilization, regulation of mRNA stability",0.1466770162233881,4.2985830682854877e-23,4.958722610915045e-22
98,SNU13,1449.2001953125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.1465654452514744,4.6382151839141063e-23,5.2566438751026535e-22
547,HELZ2,131.06253051757812,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.14543574553816702,9.983859431258394e-23,1.1119953780332626e-21
338,PIK3R1,802.447509765625,positive regulation of RNA splicing,0.14462100890966034,1.728953336227285e-22,1.893057381699705e-21
22,LSM8,1177.303466796875,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.14395996310482614,2.693233256648898e-22,2.8997144729919803e-21
562,TSEN54,573.2147216796875,"mRNA processing, tRNA splicing, via endonucleolytic cleavage and ligation, tRNA-type intron splice site recognition and cleavage",0.14364957606051298,3.31394263093044e-22,3.509519573083712e-21
475,HSPA1A,396.8936767578125,"mRNA catabolic process, positive regulation of RNA splicing",0.14338632534543927,3.9498615631586554e-22,4.1155009190330505e-21
183,GEMIN7,161.85720825195312,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal snRNP assembly",0.14295802417617495,5.251844092623517e-22,5.3852242600552255e-21
14,BARD1,75.98991394042969,negative regulation of mRNA 3'-end processing,0.14193618159447954,1.0327164268159133e-21,1.0423981433173125e-20
7,NELFE,466.5348815917969,negative regulation of mRNA polyadenylation,0.1408764489523371,2.071427102769157e-21,2.0586798590598085e-20
545,PPP2R1A,1192.089599609375,RNA splicing,0.13930058466381992,5.774519998498376e-21,5.65203018034841e-20
168,THOC7,753.9324340820312,"RNA splicing, mRNA processing",0.1377270150038243,1.5886464028431196e-20,1.5317396660248585e-19
518,RNPS1,1301.990234375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, negative regulation of mRNA splicing, via spliceosome, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, regulation of alternative mRNA splicing, via spliceosome",0.1370220942248413,2.4904118235005162e-20,2.3658912323254907e-19
315,TRAF2,149.63864135742188,mRNA stabilization,0.13687584162189523,2.733075728094523e-20,2.558792638187046e-19
526,PPP2CA,752.9334716796875,RNA splicing,0.13564894668462274,5.938465346391114e-20,5.480355162526657e-19
140,SRSF9,308.7294921875,"RNA splicing, alternative mRNA splicing, via spliceosome, mRNA processing, mRNA splice site selection, mRNA splicing, via spliceosome, negative regulation of mRNA splicing, via spliceosome",0.13547326826323014,6.632545281587753e-20,6.034682044937588e-19
339,HNRNPC,1779.974853515625,"3'-UTR-mediated mRNA stabilization, RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.13439348885144853,1.3042345226769167e-19,1.1701881967351226e-18
262,PUF60,744.50048828125,"RNA splicing, alternative mRNA splicing, via spliceosome, mRNA processing, mRNA splice site selection, regulation of alternative mRNA splicing, via spliceosome",0.13227558024075434,4.835744937597522e-19,4.279303054367122e-18
434,SF3B5,1664.70556640625,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, splicing factor binding",0.13122051487398945,9.216342050927294e-19,8.045617520133827e-18
43,EXOSC9,216.72274780273438,"exonucleolytic catabolism of deadenylated mRNA, nuclear mRNA surveillance, nuclear polyadenylation-dependent mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",0.13103495153033926,1.031779321264849e-18,8.887059220494567e-18
318,SAP18,1658.251708984375,"RNA splicing, mRNA processing, negative regulation of mRNA splicing, via spliceosome, regulation of alternative mRNA splicing, via spliceosome",0.12970805181809542,2.3021221431261563e-18,1.9568038216572328e-17
551,ZNRD1,850.4892578125,mRNA cleavage,0.1284510535402952,4.886590564705857e-18,4.099659097142836e-17
501,JMJD6,342.191162109375,"RNA splicing, mRNA processing, regulation of mRNA splicing, via spliceosome",0.12659651379496223,1.463566701245095e-17,1.2121334474414506e-16
336,RPUSD3,325.7829284667969,mRNA processing,0.12526910250759288,3.1777814428268203e-17,2.598540268438134e-16
443,SF3B4,267.2611999511719,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, mRNA splicing, via spliceosome, positive regulation of mRNA splicing, via spliceosome, splicing factor binding",0.12404432924195187,6.451121907018957e-17,5.209280939917808e-16
540,ERI1,91.56552124023438,histone mRNA catabolic process,0.12286251101164278,1.269068421453408e-16,9.997782929986606e-16
328,IK,582.5925903320312,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.12122227904309645,3.211000617535477e-16,2.4991643360577325e-15
245,NUDT16,142.00582885742188,mRNA catabolic process,0.12107697411294119,3.484121706836379e-16,2.6794555031146437e-15
474,GIGYF2,152.9193115234375,mRNA destabilization,0.11914359140019315,1.0227471655294081e-15,7.682496150372065e-15
209,SNRNP35,151.2962646484375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.11791310402188125,2.011391939080725e-15,1.4765445370978962e-14
246,ADAR,522.66552734375,mRNA processing,0.11781755834303513,2.1192240839584364e-15,1.5382233238619662e-14
148,MAGOH,731.5223388671875,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, regulation of alternative mRNA splicing, via spliceosome",0.11767256745387386,2.2938185470691255e-15,1.6464519793407278e-14
298,TUT7,179.11874389648438,"histone mRNA catabolic process, nuclear-transcribed mRNA poly(A) tail shortening, polyuridylation-dependent mRNA catabolic process",0.11756771925644663,2.4288222544851344e-15,1.7241968971399968e-14
491,SMG1,654.4317626953125,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.11721996990706197,2.9350342838914476e-15,2.0609045080368207e-14
293,SETX,325.26953125,"mRNA splice site selection, positive regulation of RNA splicing",0.11719850849460367,2.9694723090382015e-15,2.062665711439439e-14
502,TXNL4A,281.6620788574219,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex assembly",0.11690110026899946,3.4897078916627567e-15,2.3982460617171714e-14
508,POLR2A,608.4142456054688,positive regulation of RNA splicing,0.11607742938407306,5.4454081233640025e-15,3.702877523887522e-14
167,EXOSC4,163.6500701904297,"histone mRNA catabolic process, nuclear mRNA surveillance, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",0.11455766697773435,1.2274609799988949e-14,8.259789511242564e-14
592,RTRAF,1543.80810546875,"tRNA splicing, via endonucleolytic cleavage and ligation",0.11429283057583159,1.4126813278558372e-14,9.408166369019286e-14
584,LSM1,479.6439208984375,"RNA splicing, RNA splicing, via transesterification reactions, deadenylation-dependent decapping of nuclear-transcribed mRNA, histone mRNA catabolic process, mRNA processing, nuclear-transcribed mRNA catabolic process",0.11275598746868001,3.1729625395622566e-14,2.0915651026094057e-13
539,ZMAT5,289.3809509277344,"RNA splicing, mRNA processing",0.11076351335575885,8.913260779620447e-14,5.816127741045262e-13
512,SRPK1,294.94244384765625,"RNA splicing, mRNA processing, regulation of mRNA processing, regulation of mRNA splicing, via spliceosome, spliceosomal complex assembly",0.11059693789636924,9.709097059284814e-14,6.272076700297989e-13
437,SNRPD1,827.9557495117188,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex assembly, spliceosomal snRNP assembly",0.11015006908854662,1.220522732289058e-13,7.806511733254767e-13
375,THRAP3,817.618408203125,"RNA splicing, mRNA processing, mRNA stabilization, nuclear-transcribed mRNA catabolic process, positive regulation of mRNA splicing, via spliceosome, regulation of alternative mRNA splicing, via spliceosome",0.1088481935312714,2.364627656364814e-13,1.4975975156977154e-12
456,ZC3H12A,242.36419677734375,"3'-UTR-mediated mRNA destabilization, nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay, positive regulation of mRNA catabolic process",0.10877125277815249,2.4582806225653967e-13,1.5417954195895594e-12
36,IVNS1ABP,403.3385009765625,RNA splicing,0.10811343515650262,3.4227200675474785e-13,2.1260357342650683e-12
335,GSPT1,291.9051513671875,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.10769103736107875,4.2287794822366254e-13,2.6017062338332e-12
442,ZBTB8OS,436.4124450683594,"tRNA splicing, via endonucleolytic cleavage and ligation",0.10761609749945572,4.3900795989045933e-13,2.675463604615441e-12
194,SCNM1,334.98980712890625,"RNA splicing, alternative mRNA splicing, via spliceosome, mRNA processing",0.10697562972902842,6.038908527017719e-13,3.6459204751901366e-12
237,WDR83,126.1807861328125,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, mRNA splicing, via spliceosome",0.10681428262665288,6.542100178635212e-13,3.913145106850322e-12
253,LSM6,859.4520263671875,"RNA splicing, mRNA catabolic process, mRNA processing, mRNA splicing, via spliceosome",0.10647793474799745,7.726974811314287e-13,4.579473145054155e-12
341,CNOT6L,844.293212890625,"mRNA destabilization, mRNA processing, nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, nuclear-transcribed mRNA poly(A) tail shortening",0.10602172158336996,9.676207407859367e-13,5.6825727140701375e-12
571,FAM50A,182.34912109375,"RNA splicing, mRNA processing, regulation of RNA splicing",0.10567567218821576,1.1469217662263953e-12,6.674878026867129e-12
447,PRPF40A,727.5850219726562,"RNA splicing, mRNA cis splicing, via spliceosome, mRNA processing, mRNA splicing, via spliceosome",0.10355514588771526,3.2117806679236495e-12,1.8525092066773906e-11
112,HNRNPD,474.60821533203125,"3'-UTR-mediated mRNA destabilization, mRNA stabilization, mRNA transcription by RNA polymerase II, regulation of mRNA stability",0.10322877487560307,3.75650373575458e-12,2.147523374599521e-11
191,PCBP4,71.35929870605469,"negative regulation of mRNA splicing, via spliceosome, regulation of mRNA stability",0.10276767925713502,4.683251677253876e-12,2.6538426171105294e-11
507,SLTM,682.2491455078125,regulation of mRNA processing,0.1020847479972862,6.48051042874309e-12,3.640356293015683e-11
31,PRPF31,398.1874084472656,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal tri-snRNP complex assembly",0.10081256891228536,1.1800995676033411e-11,6.571933798894469e-11
58,HNRNPR,767.116455078125,"RNA splicing, mRNA destabilization, mRNA processing, mRNA splicing, via spliceosome, positive regulation of mRNA catabolic process",0.10019618686423458,1.5735803634807097e-11,8.688315511184089e-11
28,SNRNP27,237.1909637451172,"RNA splicing, mRNA processing",0.09960615608525589,2.069248662848283e-11,1.1328259628813482e-10
297,CTNNBL1,223.32920837402344,"RNA splicing, mRNA processing",0.09953822774655098,2.13530450170436e-11,1.1591653009252241e-10
261,PPP4R2,422.17529296875,"RNA splicing, mRNA processing",0.09917047696521471,2.5303722664692835e-11,1.3621837367826309e-10
225,PLEKHN1,19.925445556640625,3'-UTR-mediated mRNA destabilization,0.09811785263332794,4.099510698044558e-11,2.170724517161299e-10
263,STAT3,1860.185791015625,mRNA transcription by RNA polymerase II,0.0980917837656829,4.148526191939066e-11,2.178819447148485e-10
196,TSEN15,367.8560791015625,"mRNA processing, tRNA splicing, via endonucleolytic cleavage and ligation",0.09801751039359828,4.291341857319858e-11,2.2356506772811517e-10
342,SNRNP40,425.8188781738281,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, mRNA splicing, via spliceosome",0.09594102627394244,1.0943130218040068e-10,5.610525492741177e-10
587,NUDT16L1,527.5770263671875,mRNA catabolic process,0.09419133707903936,2.372000435418567e-10,1.197118969750308e-09
639,SNRPA,936.593017578125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.09412935750555419,2.437280780057929e-10,1.2205297549747457e-09
429,PTBP3,424.2679748535156,"RNA splicing, mRNA processing, negative regulation of RNA splicing, regulation of RNA splicing",0.09343557192237495,3.298935661917023e-10,1.6393172596910746e-09
175,SUGP1,92.91650390625,"RNA splicing, mRNA processing",0.09299761789335356,3.989115710925799e-10,1.9671517169908902e-09
33,SLU7,257.802734375,"RNA splicing, RNA splicing, via transesterification reactions, alternative mRNA splicing, via spliceosome, mRNA 3'-splice site recognition, mRNA processing, mRNA splicing, via spliceosome, second spliceosomal transesterification activity",0.09279359322776762,4.3569507830177955e-10,2.132265307446588e-09
358,FIP1L1,361.5462646484375,"mRNA polyadenylation, mRNA processing, pre-mRNA cleavage required for polyadenylation",0.09130648976682196,8.239889856191326e-10,4.0022322158643584e-09
153,SRRM2,678.923828125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.0902525989980009,1.2865219246969105e-09,6.202187786225404e-09
421,PTBP1,466.67156982421875,"RNA splicing, mRNA processing, negative regulation of RNA splicing, negative regulation of mRNA splicing, via spliceosome, regulation of RNA splicing, regulation of alternative mRNA splicing, via spliceosome",0.09014575597878585,1.3455884254136844e-09,6.438889798646223e-09
256,DDX23,169.15789794921875,"RNA splicing, RNA splicing, via transesterification reactions, cis assembly of pre-catalytic spliceosome, mRNA processing, mRNA splicing, via spliceosome",0.08847365295219066,2.6983654619949984e-09,1.2817235944476243e-08
472,SON,1764.941162109375,"RNA splicing, mRNA processing, regulation of RNA splicing, regulation of mRNA splicing, via spliceosome",0.0881398466362845,3.095798596602141e-09,1.4597707251131263e-08
462,TRPT1,416.17303466796875,"tRNA splicing, via endonucleolytic cleavage and ligation",0.08784354481991632,3.4958904868682945e-09,1.6364820684905207e-08
138,MFAP1,134.781005859375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.08692304174858496,5.086843250721819e-09,2.330567900685316e-08
426,SRSF2,1364.78662109375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, regulation of alternative mRNA splicing, via spliceosome",0.08662209642377194,5.7457178955550085e-09,2.613897014456715e-08
274,RNH1,699.5204467773438,mRNA catabolic process,0.08594865963693525,7.534796142687448e-09,3.3801932695667305e-08
267,DCP2,378.5440368652344,"deadenylation-dependent decapping of nuclear-transcribed mRNA, exonucleolytic catabolism of deadenylated mRNA, histone mRNA catabolic process, mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, regulation of mRNA stability",0.08548490109717627,9.070464698716127e-09,4.041048410600426e-08
201,SRSF7,3099.601318359375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, negative regulation of mRNA splicing, via spliceosome",0.08516091879201072,1.0319503214404496e-08,4.5660267647296605e-08
574,CPSF3,108.44719696044922,"mRNA 3'-end processing by stem-loop binding and cleavage, mRNA cleavage, mRNA polyadenylation, mRNA processing",0.0849879732290992,1.105310125579798e-08,4.8573492593506774e-08
6,LSM3,760.485595703125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.08491073999906018,1.13968439296528e-08,4.974568363888992e-08
344,PRPF38A,286.5242004394531,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.08471206819712462,1.2329481104812825e-08,5.3455334185967015e-08
580,PRPF18,224.25328063964844,"RNA splicing, generation of catalytic spliceosome for second transesterification step, mRNA processing, nuclear retention of unspliced pre-mRNA at the site of transcription",0.08462969172906615,1.273756179072096e-08,5.4856432778704934e-08
503,RAMAC,126.73754119873047,"7-methylguanosine mRNA capping, mRNA processing, recruitment of mRNA capping enzyme to RNA polymerase II holoenzyme complex",0.0844734456458445,1.3547920910315875e-08,5.795997952360301e-08
593,RRAGC,55.8272705078125,RNA splicing,0.08411956250987905,1.557275994501109e-08,6.618422976629713e-08
32,USP39,224.43307495117188,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex assembly",0.08346267719897872,2.0137608750857437e-08,8.502545917028697e-08
461,SNRNP70,485.0848083496094,"mRNA processing, mRNA splicing, via spliceosome, positive regulation of mRNA splicing, via spliceosome, regulation of RNA splicing",0.08343342626923199,2.036853449708402e-08,8.544203431893686e-08
299,SNW1,417.87921142578125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, positive regulation of mRNA splicing, via spliceosome",0.08321316413776096,2.219189992202221e-08,9.249011193307321e-08
149,NCBP3,197.7870635986328,"7-methylguanosine mRNA capping, mRNA processing",0.08286216816447357,2.5429304804171052e-08,1.0530340322752883e-07
607,DDX41,182.56634521484375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.0826845723112889,2.7237468457021138e-08,1.1207264091232901e-07
595,AHCYL1,102.66293334960938,"mRNA polyadenylation, regulation of mRNA 3'-end processing",0.08247479592608863,2.9534231962080846e-08,1.2075388511078625e-07
190,THOC5,124.62665557861328,"RNA splicing, mRNA processing",0.0822801490132728,3.1832623663963525e-08,1.2933254645861909e-07
231,SNRNP25,148.51821899414062,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.081754652827574,3.893792395972298e-08,1.569905639680339e-07
455,SUGP2,104.27960205078125,"RNA splicing, mRNA processing",0.08130319302330298,4.625059203763336e-08,1.8443137318710587e-07
122,PCID2,300.3794860839844,"nuclear retention of pre-mRNA at the site of transcription, regulation of mRNA stability",0.08125743739230967,4.7062024965526884e-08,1.8632623024817436e-07
608,PCIF1,390.83892822265625,"mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity, mRNA methylation",0.08124401665347734,4.7302634304490086e-08,1.8632623024817436e-07
57,SUPT5H,298.96197509765625,negative regulation of mRNA polyadenylation,0.08119961518458509,4.810719751166721e-08,1.880967875527653e-07
388,ETF1,232.5702667236328,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.08118720307947422,4.8334468628109975e-08,1.880967875527653e-07
552,AKT1,106.20491027832031,regulation of mRNA stability,0.0808725120981307,5.445692016460721e-08,2.1065371512776203e-07
535,DHX38,134.8491973876953,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.08078233964499627,5.634553243283463e-08,2.1666198780720934e-07
553,GPKOW,159.827880859375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.08067105734788227,5.876387455175532e-08,2.246240411859996e-07
583,CASC3,164.34164428710938,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.08057437906826878,6.094621325270108e-08,2.3159561036026412e-07
223,CPSF6,244.3904266357422,"mRNA alternative polyadenylation, mRNA processing, pre-mRNA cleavage required for polyadenylation",0.0803215687666384,6.703050217589439e-08,2.532263415533788e-07
386,ZPR1,247.37429809570312,"RNA splicing, mRNA processing, positive regulation of RNA splicing",0.07956024018469374,8.912004253903022e-08,3.3471829930356697e-07
185,YTHDF2,448.04925537109375,"mRNA catabolic process, mRNA destabilization, regulation of mRNA stability",0.07906142946106955,1.0725437360936181e-07,3.970158190902536e-07
411,SYNCRIP,386.9896240234375,"CRD-mediated mRNA stabilization, RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.07905418829860032,1.0754226887742959e-07,3.970158190902536e-07
604,TRA2B,972.6822509765625,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, mRNA splicing, via spliceosome, positive regulation of mRNA splicing, via spliceosome, regulation of RNA splicing, regulation of alternative mRNA splicing, via spliceosome",0.0790539758935938,1.0755072498574983e-07,3.970158190902536e-07
612,LUC7L2,608.1280517578125,mRNA splice site selection,0.078973471241353,1.108024732822301e-07,4.0669544170636734e-07
319,GEMIN8,82.78644561767578,"RNA splicing, mRNA processing, spliceosomal snRNP assembly",0.07853935708908812,1.3004395506183281e-07,4.746237003951638e-07
311,SREK1IP1,321.3647155761719,"RNA splicing, mRNA processing",0.07825998113565212,1.4409556374837558e-07,5.229535628171383e-07
613,ATF4,709.3013916015625,mRNA transcription by RNA polymerase II,0.07812127630448651,1.516065468358375e-07,5.471387109271008e-07
